KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T000846001,T000846002,T000846003,T000846004,T000846005,T000846006,T000846007,T000846008,T000846009,T000846010,T000846011,T000846012,T000846013,T000846014,T000846015,T000846016,T000846017,T000846018,T000846019,T000846020,T000846021,T000846022,T000846023,T000846024,T000846025,T000846026,T000846027,T000846028,T000846029,T000846030,T000846031,T000846032,T000846033,T000846034,T000846035,T000846036,T000846037,T000846038,T000846039,T000846040,T000846041
52405004,0,,,47,23,24,1,1,0,46,22,24,24,12,12,46,22,24,22,10,12,8,3,5,0,0,0,18,18,3,7,3,4,1,0,0,14,11,3,0,14,0,2,3
52405005,0,,,169,86,83,21,9,12,148,77,71,101,54,47,141,71,70,47,23,24,19,9,10,1,0,1,59,59,6,25,8,11,9,0,0,53,42,11,2,32,0,4,8
52405006,0,,,221,98,123,21,8,13,200,90,110,110,50,60,192,86,106,90,40,50,47,19,28,3,1,2,89,89,25,33,15,3,5,8,0,64,48,16,9,61,0,17,21
52405007,0,,,483,236,247,18,8,10,465,228,237,179,92,87,459,226,233,286,136,150,185,78,107,5,1,4,128,125,55,39,19,6,6,0,0,68,53,15,3,67,10,22,20
52405008,0,,,44,18,26,4,2,2,40,16,24,26,9,17,36,15,21,14,7,7,8,4,4,0,0,0,17,17,4,8,3,0,0,0,2,13,9,4,2,11,0,3,3
52405010,0,,,36,17,19,0,0,0,36,17,19,20,11,9,32,15,17,16,6,10,10,3,7,0,0,0,13,13,2,4,3,3,1,0,0,11,8,3,0,11,0,2,2
52405011,0,,,27,16,11,0,0,0,27,16,11,11,8,3,26,16,10,16,8,8,14,7,7,0,0,0,12,12,3,4,4,1,0,0,0,8,6,2,0,10,0,2,2
52405012,0,,,19,13,6,0,0,0,19,13,6,9,8,1,18,12,6,10,5,5,6,4,2,0,0,0,9,9,2,5,1,1,0,0,0,7,4,3,0,8,0,2,1
52405013,0,,,54,30,24,2,2,0,52,28,24,19,11,8,52,28,24,33,17,16,21,10,11,0,0,0,25,25,6,11,7,0,1,0,0,19,13,6,1,21,0,6,7
52405014,0,,,215,113,102,22,12,10,193,101,92,96,50,46,190,100,90,97,51,46,45,23,22,2,1,1,90,90,22,40,14,6,3,3,2,65,52,13,7,64,0,12,25
52405015,0,,,154,78,76,15,9,6,139,69,70,73,41,32,130,62,68,66,28,38,31,10,21,2,1,1,64,64,18,25,10,4,4,2,1,46,33,13,2,49,0,15,7
52405016,0,,,195,98,97,15,8,7,177,87,90,82,40,42,172,85,87,95,47,48,41,24,17,0,0,0,90,90,24,43,14,3,5,1,0,63,56,7,4,58,1,10,25
52405017,0,,,487,237,250,38,21,17,446,214,232,291,146,145,415,202,213,155,68,87,70,27,43,8,5,3,219,219,94,54,27,25,13,4,2,122,98,24,10,103,26,32,25
52405018,0,,,1432,702,730,141,81,60,1276,615,661,696,359,337,1223,589,634,580,256,324,323,139,184,26,16,10,637,637,240,192,86,69,33,12,5,392,296,96,44,396,26,125,110
52405020,0,,,45,22,23,4,2,2,41,20,21,21,12,9,41,20,21,20,8,12,10,3,7,0,0,0,18,18,3,8,5,0,1,1,0,15,10,5,0,14,0,2,4
52405021,0,,,52,30,22,5,3,2,47,27,20,23,15,8,47,27,20,24,12,12,7,3,4,0,0,0,26,26,9,10,5,2,0,0,0,17,16,1,2,16,0,6,6
52405022,1,,52405032,40,16,24,2,2,0,44,17,27,25,11,14,44,17,27,19,6,13,15,4,11,1,0,1,16,16,4,6,3,4,1,0,0,14,7,7,0,16,0,4,2
52405023,0,,,23,13,10,1,1,0,22,12,10,10,5,5,22,12,10,12,7,5,3,1,2,0,0,0,10,10,3,4,1,1,1,0,0,7,5,2,1,9,1,2,3
52405024,0,,,24,14,10,1,0,1,23,14,9,12,7,5,22,13,9,11,7,4,7,3,4,1,0,1,11,11,3,5,1,2,0,0,0,8,6,2,0,7,0,2,2
52405025,0,,,34,17,17,1,1,0,33,16,17,24,13,11,30,14,16,9,3,6,5,2,3,0,0,0,13,13,3,3,3,4,0,0,0,10,8,2,0,6,0,1,1
52405026,0,,,498,240,258,79,35,44,419,205,214,308,150,158,396,191,205,111,55,56,50,25,25,4,2,2,203,203,61,62,34,26,16,2,2,140,115,25,24,78,15,21,20
52405027,0,,,1012,472,540,149,78,71,857,391,466,599,281,318,793,366,427,258,110,148,129,52,77,16,4,12,430,430,162,102,68,63,24,9,2,268,222,46,47,174,52,39,43
52405028,0,,,2046,943,1103,185,107,78,1838,825,1013,1052,497,555,1748,783,965,786,328,458,431,165,266,37,12,25,998,994,472,264,136,77,25,16,4,517,409,108,54,496,133,174,127
52405030,0,,,22,9,13,2,0,2,20,9,11,12,6,6,20,9,11,8,3,5,4,1,3,0,0,0,9,9,1,4,3,1,0,0,0,8,7,1,0,5,0,0,2
52405032,2,52405022,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405033,0,,,15,8,7,2,2,0,13,6,7,9,5,4,13,6,7,4,1,3,2,0,2,0,0,0,6,6,3,1,0,0,2,0,0,3,1,2,0,4,0,2,0
52405034,0,,,54,30,24,1,1,0,53,29,24,29,15,14,51,27,24,24,14,10,15,8,7,0,0,0,21,21,6,4,5,5,1,0,0,15,10,5,1,17,0,4,2
52405035,0,,,231,118,113,20,11,9,211,107,104,131,65,66,203,106,97,80,42,38,38,18,20,0,0,0,86,86,15,33,19,10,5,1,3,70,53,17,5,51,0,7,12
52405036,0,,,337,167,170,47,29,18,290,138,152,179,84,95,279,132,147,111,54,57,58,26,32,9,4,5,150,150,57,49,18,13,6,5,2,91,67,24,15,74,9,20,23
52405037,0,,,941,422,519,123,57,66,807,363,444,533,244,289,759,345,414,274,119,155,126,50,76,16,7,9,429,428,161,135,60,46,13,11,2,261,226,35,38,182,46,46,64
52405038,0,,,1549,757,792,211,111,100,1324,638,686,956,481,475,1254,601,653,368,157,211,159,61,98,24,15,9,761,761,368,176,102,73,30,5,7,384,338,46,68,261,104,89,69
52405039,0,,,148,51,97,14,3,11,132,47,85,93,32,61,124,44,80,39,15,24,25,10,15,1,0,1,93,93,63,14,11,2,2,1,0,29,25,4,4,28,19,14,5
52405040,0,,,80,35,45,2,1,1,78,34,44,36,18,18,76,33,43,42,16,26,25,9,16,0,0,0,30,30,7,6,9,6,2,0,0,23,14,9,1,25,0,5,2
52405041,0,,,100,45,55,5,2,3,95,43,52,46,22,24,91,42,49,49,21,28,28,9,19,0,0,0,38,38,11,10,8,4,1,4,0,27,17,10,3,31,0,9,8
52405042,0,,,138,65,73,13,7,6,125,58,67,62,30,32,119,57,62,63,28,35,33,10,23,0,0,0,54,54,12,20,12,4,3,2,1,42,30,12,4,44,0,10,8
52405043,0,,,191,97,94,17,11,6,174,86,88,93,50,43,170,84,86,81,36,45,39,16,23,0,0,0,75,75,15,28,18,9,2,1,2,60,43,17,6,52,0,11,16
52405044,0,,,202,104,98,24,15,9,178,89,89,105,57,48,172,85,87,73,32,41,31,12,19,0,0,0,70,70,7,28,20,7,3,1,4,62,43,19,5,45,0,4,14
52405045,0,,,646,312,334,106,51,55,538,261,277,382,186,196,508,244,264,156,75,81,63,28,35,7,1,6,253,253,63,80,50,36,19,2,3,189,154,35,26,97,9,17,32
52405046,0,,,635,297,338,81,36,45,553,261,292,379,179,200,530,250,280,174,82,92,83,37,46,4,1,3,285,285,106,86,43,31,12,6,1,177,149,28,31,120,31,36,31
52405047,0,,,974,466,508,161,89,72,813,377,436,572,267,305,768,360,408,241,110,131,95,39,56,5,3,2,383,383,106,112,66,61,28,8,2,275,224,51,36,170,25,38,37
52405048,0,,,1724,807,917,205,107,98,1512,695,817,889,430,459,1462,667,795,623,265,358,356,139,217,12,4,8,658,654,249,172,109,75,28,13,8,401,324,77,53,297,82,78,66
52405049,0,,,2332,1028,1304,247,138,109,2058,879,1179,1453,642,811,1942,823,1119,605,237,368,325,101,224,16,4,12,1181,1177,662,238,139,88,35,11,4,506,433,73,90,343,277,126,89
52405050,0,,,225,108,117,18,12,6,207,96,111,103,51,52,204,94,110,104,45,59,68,26,42,0,0,0,96,96,28,35,18,7,5,1,2,68,49,19,5,69,0,22,16
52405051,0,,,287,137,150,39,21,18,248,116,132,137,69,68,241,114,127,111,47,64,62,25,37,1,1,0,102,101,24,28,26,5,11,6,1,77,54,23,12,71,1,19,15
52405052,0,,,488,220,268,50,28,22,438,192,246,233,117,116,426,185,241,205,75,130,137,44,93,4,0,4,172,171,50,49,30,20,14,5,3,121,81,40,11,111,2,34,20
52405053,0,,,288,137,151,28,19,9,260,118,142,139,67,72,251,114,137,121,51,70,49,18,31,1,0,1,113,113,27,37,25,16,3,3,2,86,65,21,8,79,0,22,13
52405054,0,,,364,164,200,29,9,20,335,155,180,215,105,110,319,145,174,120,50,70,51,18,33,3,0,3,160,160,49,59,26,20,3,1,2,110,90,20,6,87,1,25,22
52405055,0,,,310,158,152,33,22,11,276,135,141,160,84,76,262,129,133,116,51,65,61,23,38,1,0,1,122,122,30,40,24,17,9,0,2,90,72,18,8,79,0,19,21
52405056,0,,,141,66,75,20,10,10,121,56,65,63,31,32,120,56,64,58,25,33,29,11,18,0,0,0,57,57,16,17,14,4,5,0,1,40,28,12,5,37,0,10,9
52405057,0,,,396,179,217,61,30,31,335,149,186,191,86,105,321,144,177,144,63,81,58,27,31,0,0,0,160,160,40,56,32,17,12,2,1,119,100,19,17,91,11,14,33
52405058,0,,,328,156,172,51,26,25,277,130,147,165,75,90,268,127,141,112,55,57,58,31,27,0,0,0,118,118,21,36,28,21,7,3,2,96,73,23,14,70,1,10,19
52405059,0,,,267,125,142,31,15,16,236,110,126,167,75,92,221,103,118,69,35,34,36,11,25,4,0,4,108,108,33,36,14,16,3,3,3,74,59,15,7,48,14,10,13
52405060,0,,,265,131,134,20,10,10,245,121,124,133,73,60,238,116,122,112,48,64,66,27,39,4,1,3,110,110,33,36,21,11,4,3,2,75,58,17,4,70,2,19,19
52405061,0,,,145,66,79,10,5,5,135,61,74,77,33,44,129,58,71,58,28,30,27,11,16,0,0,0,57,56,16,17,14,3,3,2,1,40,30,10,2,40,0,13,8
52405062,0,,,120,56,64,8,1,7,112,55,57,55,29,26,109,54,55,57,26,31,32,14,18,0,0,0,49,49,9,23,8,6,1,2,0,40,31,9,3,37,0,7,11
52405063,0,,,171,88,83,14,6,8,157,82,75,109,57,52,147,75,72,48,25,23,28,14,14,1,0,1,66,66,9,28,17,7,4,0,1,55,45,10,4,30,0,4,12
52405064,0,,,128,65,63,16,8,8,112,57,55,64,31,33,111,56,55,48,26,22,19,8,11,1,1,0,47,47,11,15,8,6,4,2,1,36,24,12,4,33,0,8,6
52405065,1,,52405074,129,59,70,19,8,11,116,53,63,71,33,38,109,49,60,45,20,25,19,8,11,1,0,1,45,45,7,17,10,4,8,0,1,40,29,11,4,30,0,5,10
52405066,0,,,64,29,35,7,2,5,57,27,30,39,19,20,51,25,26,18,8,10,13,6,7,0,0,0,26,26,6,11,4,4,0,0,1,20,18,2,2,13,1,4,4
52405067,0,,,124,57,67,14,6,8,110,51,59,57,25,32,107,50,57,53,26,27,26,12,14,0,0,0,45,45,5,19,10,7,3,0,1,40,31,9,2,32,0,3,12
52405068,1,,52405078;52405088,53,27,26,12,8,4,57,26,31,35,17,18,53,26,27,22,9,13,8,3,5,0,0,0,17,17,3,5,6,5,0,3,0,19,14,5,2,13,0,1,1
52405070,0,,,55,25,30,3,2,1,52,23,29,21,10,11,51,23,28,31,13,18,17,7,10,0,0,0,25,25,8,8,5,4,0,0,0,17,13,4,1,20,0,5,8
52405071,0,,,42,20,22,3,0,3,39,20,19,23,13,10,39,20,19,16,7,9,9,3,6,0,0,0,16,16,2,5,6,3,0,0,0,14,10,4,1,11,0,1,2
52405072,0,,,25,14,11,3,2,1,22,12,10,15,10,5,20,10,10,7,2,5,3,1,2,0,0,0,10,10,2,4,2,1,1,0,0,8,7,1,2,4,0,0,1
52405074,2,52405065,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405075,0,,,61,30,31,3,2,1,58,28,30,31,17,14,57,28,29,27,11,16,10,4,6,0,0,0,26,26,4,14,4,3,1,0,0,21,19,2,1,18,0,4,5
52405078,2,52405068,,10,4,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405085,0,,,13,6,7,5,2,3,8,4,4,6,4,2,8,4,4,2,0,2,1,0,1,0,0,0,5,5,2,1,0,1,1,0,0,3,3,0,0,2,0,1,0
52405088,2,52405068,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405135,0,,,14,6,8,2,1,1,12,5,7,5,2,3,12,5,7,7,3,4,6,3,3,0,0,0,5,5,2,1,0,0,2,0,0,3,1,2,0,5,0,2,1
52405137,2,52405147,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405140,1,,52405160,879,366,513,66,32,34,808,333,475,630,247,383,777,326,451,178,86,92,88,38,50,40,8,32,515,511,349,82,43,22,14,3,0,158,130,28,22,100,204,25,28
52405141,0,,,1033,499,534,92,56,36,941,443,498,505,250,255,913,431,482,436,193,243,226,92,134,13,5,8,427,427,126,144,76,35,28,15,3,299,223,76,24,303,8,82,70
52405142,0,,,1314,637,677,103,51,52,1211,586,625,665,338,327,1159,559,600,546,248,298,281,105,176,13,0,13,548,548,167,178,100,55,25,16,7,376,274,102,28,385,11,105,90
52405143,0,,,523,274,249,73,41,32,449,232,217,260,139,121,441,228,213,189,93,96,102,42,60,1,0,1,212,211,79,57,44,13,9,2,7,132,95,37,12,127,19,32,26
52405144,0,,,110,55,55,11,4,7,99,51,48,66,34,32,92,46,46,33,17,16,17,8,9,1,0,1,43,43,14,12,10,1,1,3,2,29,21,8,3,22,9,1,4
52405145,0,,,580,269,311,30,16,14,550,253,297,291,140,151,527,245,282,259,113,146,139,50,89,2,0,2,278,278,116,81,48,16,10,5,2,162,121,41,7,186,18,65,38
52405146,1,,52405156,207,111,96,18,13,5,192,99,93,91,56,35,183,95,88,101,43,58,58,25,33,1,0,1,98,98,41,29,16,7,3,1,2,57,45,12,4,63,5,18,24
52405147,1,,52405137,151,72,79,5,3,2,151,71,80,86,46,40,141,66,75,65,25,40,33,9,24,0,0,0,68,68,17,31,14,5,3,0,0,53,43,10,0,45,0,11,10
52405148,0,,,334,154,180,27,14,13,307,140,167,146,69,77,295,135,160,161,71,90,82,29,53,2,0,2,131,131,30,48,24,17,6,5,1,101,71,30,5,110,1,24,26
52405151,0,,,67,31,36,7,1,6,60,30,30,42,22,20,56,27,29,18,8,10,4,2,2,1,0,1,23,23,0,10,7,4,2,0,0,23,20,3,2,11,0,0,5
52405152,0,,,516,254,262,67,39,28,449,215,234,326,165,161,426,202,224,123,50,73,67,21,46,4,1,3,198,198,53,57,36,33,9,7,3,143,108,35,19,86,3,24,17
52405153,0,,,306,152,154,38,23,15,268,129,139,170,86,84,255,123,132,98,43,55,46,18,28,5,1,4,119,119,27,45,22,11,9,2,3,91,70,21,12,68,6,12,21
52405154,0,,,27,14,13,5,3,2,22,11,11,11,5,6,21,10,11,11,6,5,5,2,3,0,0,0,11,11,3,4,1,2,1,0,0,8,7,1,1,8,0,3,3
52405155,0,,,824,381,443,70,37,33,753,343,410,373,182,191,729,330,399,380,161,219,224,80,144,6,1,5,368,367,128,132,63,21,18,3,2,239,189,50,17,246,12,79,66
52405156,2,52405146,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405157,0,,,43,25,18,1,0,1,42,25,17,25,15,10,40,23,17,17,10,7,11,7,4,0,0,0,19,19,3,10,5,0,1,0,0,16,16,0,1,11,0,3,5
52405158,0,,,83,42,41,5,4,1,78,38,40,35,19,16,75,37,38,43,19,24,11,5,6,1,0,1,39,39,9,19,8,3,0,0,0,30,28,2,1,25,0,5,12
52405159,0,,,160,81,79,7,3,4,153,78,75,94,50,44,139,69,70,59,28,31,30,15,15,0,0,0,65,65,25,13,14,6,2,2,3,40,28,12,3,41,6,12,11
52405160,2,52405140,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405162,0,,,113,38,75,8,6,2,105,32,73,18,8,10,102,31,71,87,24,63,70,17,53,0,0,0,15,14,2,5,1,4,0,0,2,11,5,6,4,12,0,2,3
52405165,0,,,72,37,35,6,3,3,66,34,32,37,17,20,65,34,31,29,17,12,10,5,5,0,0,0,27,27,6,6,8,6,0,1,0,21,14,7,2,19,0,3,4
52405167,0,,,105,58,47,15,12,3,90,46,44,54,29,25,88,45,43,36,17,19,11,5,6,1,1,0,42,42,8,20,6,3,3,2,0,34,28,6,5,22,0,3,11
52405168,0,,,439,208,231,39,20,19,398,187,211,166,67,99,396,186,210,232,120,112,71,43,28,0,0,0,213,213,52,128,10,15,7,1,0,159,149,10,10,148,0,36,93
52405169,0,,,617,276,341,32,15,17,584,260,324,276,132,144,569,254,315,308,128,180,160,66,94,0,0,0,277,277,86,111,40,22,11,4,3,188,150,38,5,208,2,67,62
52405175,0,,,68,31,37,16,7,9,52,24,28,30,14,16,51,23,28,22,10,12,10,5,5,0,0,0,25,25,6,7,4,5,2,1,0,18,16,2,4,14,0,4,5
52405177,0,,,60,30,30,3,1,2,57,29,28,29,13,16,55,29,26,28,16,12,10,5,5,0,0,0,20,20,3,5,5,4,2,1,0,17,13,4,1,17,0,2,5
52405178,0,,,40,21,19,2,1,1,38,20,18,16,11,5,33,16,17,22,9,13,8,3,5,0,0,0,13,13,2,6,1,1,1,0,2,11,7,4,0,12,0,2,5
52405179,0,,,70,27,43,8,3,5,62,24,38,31,12,19,57,24,33,31,12,19,16,4,12,0,0,0,23,23,4,8,4,3,1,1,2,18,8,10,1,19,1,3,5
52405181,2,52405191,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405182,2,52405191,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52405187,0,,,17,10,7,0,0,0,17,10,7,11,7,4,17,10,7,6,3,3,4,1,3,0,0,0,6,6,0,2,3,1,0,0,0,6,3,3,0,5,0,0,0
52405188,0,,,291,111,180,9,4,5,282,107,175,106,50,56,272,103,169,176,57,119,147,42,105,1,0,1,74,71,18,22,13,11,5,0,2,53,36,17,2,51,0,13,11
